 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
صبا,گروه مالي صبا تامين,286,28867931,122653452256,4126,4249,4249,123.00,2.98,4249,123.00,2.98,4230,4249,820,5.18,151,25717520,4249,4267,4193,3
صگل540,صكوك اجاره گل گهر540-3ماهه23%	,0,0,0,985000,0,985000,0,0,985000,0,0,0,0,,,1,7500,985000,994800,3638,2
تشتاد,صنايع توليدي اشتاد ايران‌,28,1022937,5157137199,4902,5000,5049,147.00,3.00,5042,140.00,2.86,5000,5049,-133,-37.91,3,30000,5006,5049,60926,2
ويسا,سرمايه گذاري ايساتيس پويا,28,692420,1995032350,2819,2840,2903,84.00,2.98,2881,62.00,2.20,2790,2903,402,7.17,4,368134,2903,0,0,0
پيشكو08,مرابحه پترو ايمن شريف080320,0,0,0,835500,0,835500,0,0,835500,0,0,0,0,,,1,10000,835700,844000,10000,1
ايران ريس08,مرابحه ايران ريس البرز080608,0,0,0,861000,0,861000,0,0,861000,0,0,0,0,,,1,10000,818000,826000,10000,1
غفارس,شير پاستوريزه پگاه فارس,99,2483720,23644349140,9250,9520,9520,270.00,2.92,9520,270.00,2.92,9400,9520,1288,7.39,55,5877008,9520,0,0,0
وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,271,10442339,30382519590,2832,2756,2910,78.00,2.75,2910,78.00,2.75,2756,2916,720,4.04,3,21542,2901,2910,111428,3
داريوش,صندوق س. ثروت داريوش -س,237,3434626,107469709672,30433,31100,31323,890.00,2.92,31290,857.00,2.82,30600,31345,,,1,1593,31330,31344,70452,3
تيام,صندوق س.سهامي تيام-س,6,254617,5027078600,19605,20192,19800,195.00,0.99,19744,139.00,0.71,19720,20192,,,1,12988,19730,20140,13000,1
استيل,صندوق س صنايع مفيد1- بخشي,313,3458187,73673886559,20707,21288,21328,621.00,3.00,21304,597.00,2.88,20892,21328,,,107,2317308,21328,21340,1000,1
كزغال,زغال سنگ پروده طبس,303,10033862,47534085289,4607,4631,4745,138.00,3.00,4737,130.00,2.82,4491,4745,47,100.79,17,5402671,4745,4752,2417,2
افق قلعه06,مرابحه افق قلعه پارسيان060722,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,0,0,0
داريوش2,صندوق س. ثروت داريوش -س,1,2000000,2000000,30433,1,1,"-30,432.00",-100.00,1,"-30,432.00",-100.00,1,1,,,0,0,0,0,0,0
اتوداريوش,صندوق س. بخشي داريوش2-ب,22,276085,3126666381,11128,11448,11300,172.00,1.55,11325,197.00,1.77,11300,11448,,,2,14899,11300,11320,5000,1
طملي5030,اختيارف فملي-16000-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,790,10,1
طملت5030,اختيارف وبملت-1100-1405/05/20,0,0,0,199,0,199,0,0,199,0,0,0,0,,,1,4,55,148,100,1
آكام,صندوق س. نوع دوم آكام-د,15,2477835,25329138320,10212,10222,10222,10.00,0.10,10222,10.00,0.10,10222,10223,,,1,100000000,10222,10223,2500000,1
طمخا5013,اختيارف اخابر-450-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
وآفري,بيمه كارآفرين,20,531864,2395549752,4377,4470,4508,131.00,2.99,4504,127.00,2.90,4470,4508,1488,3.03,8,2022121,4508,4861,3837,1
سبزوا,سيمان لار سبزوار,585,10984959,90425919320,8000,8240,8240,240.00,3.00,8230,230.00,2.88,8160,8240,615,13.38,119,4417559,8240,0,0,0
رامك07,مرابحه ف.لبني رامك شيراز071114,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طستا4048,اختيارف شستا-2600-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,44,44,980,1000,1
دتوليد06,مرابحه توليد دارو061030	,0,0,0,931690,0,931690,0,0,931690,0,0,0,0,,,1,5000,931690,941000,5000,1
طمخا3071,اختيارف اخابر-650-1405/03/20,0,0,0,157,0,140,-17.00,-10.83,157,0,0,0,0,,,1,222,22,190,100,1
ضسپا3053,اختيارخ خساپا-380-1405/03/27,0,0,0,145,0,142,-3.00,-2.07,145,0,0,0,0,,,1,500,111,209,314,1
ضستر4033,اختيارخ خگستر-3250-1405/04/10,0,0,0,80,0,80,0,0,80,0,0,0,0,,,1,100,1,85,1000,1
توسعه معادن072,مرابحه توسعه معادن-كيميا071120,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
غدام,خوراك‌  دام‌ پارس‌,22,64727,3057056210,45860,47230,47230,"1,370.00",2.99,47230,"1,370.00",2.99,47230,47230,63,749.68,62,621702,47230,0,0,0
طصاد3057,اختيارف وبصادر-360-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,5,1000,1
صعبيد609,صكوك مرابحه دعبيد609-3ماهه23%,0,0,0,826511,0,826511,0,0,826511,0,0,0,0,,,1,2500,826510,0,0,0
غدشت,دشت‌ مرغاب‌,216,24462391,69585786157,2763,2803,2845,82.00,2.97,2845,82.00,2.97,2803,2845,357,7.97,59,9372028,2845,3700,1200000,3
طمخا5019,اختيارف اخابر-750-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
دسانكو06,مرابحه سبحان انكولوژي060530,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طسپا3058,اختيارف خساپا-600-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
طذوب3049,اختيارف ذوب-380-1405/03/20,4,1513,2513000,2,1,1,-1.00,-50.00,2,0,0,1,2,,,0,0,0,1,887,2
وتوصا,گروه س توسعه صنعتي ايران,203,19740444,36370709226,1790,1843,1843,53.00,2.96,1842,52.00,2.91,1820,1843,673,2.74,65,17820320,1843,0,0,0
قنقش,قند نقش جهان,60,6870636,9975286755,1413,1440,1455,42.00,2.97,1452,39.00,2.76,1440,1455,-42,-34.57,15,2293856,1455,1493,3379,1
صايپا710,صكوك مرابحه كساپا710-3ماهه23%,0,0,0,834000,0,834000,0,0,834000,0,0,0,0,,,1,15000,834000,842000,15000,1
طتاص5002,اختيارف تاصيكو-7500-05/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,4,3100,1,0,0,0
كدما,معدني‌ دماوند,70,236311,14722175300,60490,62300,62300,"1,810.00",2.99,62300,"1,810.00",2.99,62300,62300,5671,10.99,169,1980984,62300,0,0,0
تكنو,تكنوتار,18,1626790,12200925000,7290,7500,7500,210.00,2.88,7500,210.00,2.88,7500,7500,125,60,258,39911940,7500,0,0,0
افران,صندوق س افرا نماد پايدار-ثابت,3636,68666864,3364136530390,48929,48992,48992,63.00,0.13,48992,63.00,0.13,48992,48993,,,6,299217790,48992,48993,10385765,23
تابان08,اجاره تابان فردا سپهر14050803,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,1000000,5000,1
طستر4027,اختيارف خگستر-2000-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضمخا3065,اختيارخ اخابر-380-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,46,111,250,5,1
طمخا5021,اختيارف اخابر-900-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
بزندگي,بيمه زندگي آگاه,54,2305732,5539251651,2335,2335,2405,70.00,3.00,2402,67.00,2.87,2335,2405,240,10.01,2,219636,2405,0,0,0
غزر,صنعتي زر ماكارون,390,14744283,47255427015,3112,3205,3205,93.00,2.99,3205,93.00,2.99,3205,3205,579,5.54,208,28958014,3205,3886,5000,1
كرمان5124,مرابحه كرمان موتور-كيان051223,0,0,0,1080000,0,1080000,0,0,1080000,0,0,0,0,,,1,5000,1075000,1085000,5000,1
زماهان,مجتمع توليد گوشت مرغ ماهان,117,2227034,24564185020,10710,11030,11030,320.00,2.99,11030,320.00,2.99,11030,11030,-1847,-5.97,105,3011379,11030,0,0,0
ضطعام410,اختيارخ طعام-20000-14050414,3,418,252470000,15,165,2000,"1,985.00","13,233.33",604,589.00,"3,926.67",165,2000,,,1,1,1300,2500,65,3
فخاس,فولاد خراسان,352,18684422,39956476977,2078,2129,2136,58.00,2.79,2138,60.00,2.89,2100,2140,368,5.81,5,125000,2135,2136,128383,1
خپويش,سازه‌ پويش‌,60,659845,1842123758,2713,2792,2790,77.00,2.84,2792,79.00,2.91,2789,2794,138,20.23,2,143218,2790,2794,271712,4
حپرتو,پرتو بار فرابر خليج فارس,154,2483808,15890983170,6220,6270,6400,180.00,2.89,6400,180.00,2.89,6270,6400,1013,6.32,29,2933884,6400,6450,3000,1
كاما,باما,962,87045458,261912090343,2922,3009,3009,87.00,2.98,3009,87.00,2.98,3000,3009,710,4.24,257,51498590,3009,3038,23351,4
صفارس804,صكوك اجاره فارس804-بدون ضامن,0,0,0,970000,0,970000,0,0,970000,0,0,0,0,,,1,10000,995000,1004950,7500,1
كرمان5121,مرابحه كرمان موتور-سرآمد051223,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1004950,5000,1
زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,31,287960,21035478000,70930,73050,73050,"2,120.00",2.99,73050,"2,120.00",2.99,73050,73050,11522,6.34,220,8812624,73050,0,0,0
صخابر06,صكوك اجاره اخابر06-3ماهه23%,0,0,0,811978,0,811978,0,0,811978,0,0,0,0,,,1,3000,787619,0,0,0
سيسكو,فولاد سيرجان ايرانيان,428,18357978,50833241082,2689,2769,2769,80.00,2.98,2769,80.00,2.98,2769,2769,510,5.43,664,183618281,2769,0,0,0
آسمان08,مرابحه آسمان بيكران هشتم080428,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
عغدير6,سلف موازي آهن اسفنجي غدير,0,0,0,2595590,0,2595590,0,0,2595590,0,0,0,0,,,1,19260,2783326,0,0,0
صفارس88,صكوك اجاره فارس88-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5600,995000,1004950,5600,1
حريل,ريل پردازسير,59,2472046,5208043406,2046,2107,2107,61.00,2.98,2107,61.00,2.98,2106,2107,253,8.33,34,5881599,2107,2120,200080,1
ضجوا6006,اختيارخ جوانه.ك-18000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,1,100,0,0,0
بخاور,بيمه زندگي خاورميانه,32,629418,3023788715,4682,4822,4773,91.00,1.94,4804,122.00,2.61,4769,4822,694,6.92,2,27912,4773,4800,5000,1
طتاص5005,اختيارف تاصيكو-10000-05/05/07,0,0,0,1800,0,1800,0,0,1800,0,0,0,0,,,2,1100,1,1400,20,1
عغدير7,سلف آهن اسفنجي ايرانيان,0,0,0,2595590,0,2595590,0,0,2595590,0,0,0,0,,,1,19265,2699950,0,0,0
دسبحان,سبحان دارو,80,11422915,42961583315,3652,3761,3761,109.00,2.98,3761,109.00,2.98,3761,3761,533,7.06,528,163777816,3761,0,0,0
طجوا4004,اختيارف جوانه.ك-15000-05/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ثشرق,سرمايه گذاري مسكن شمال شرق,1220,10968556,241602976950,21400,21450,22040,640.00,2.99,22030,630.00,2.94,21450,22040,953,23.12,98,1242870,22030,22040,1637,1
داروك073,مرابحه داروك-هامرز070904,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
ضهرم4027,اختيارخ اهرم-28000-1405/04/31,750,8638,108748453000,10319,11561,12788,"2,469.00",23.93,12590,"2,271.00",22.01,11561,12862,,,3,48,12808,12835,20,1
خعمرا,توسعه و عمران شهرستان نائين,46,842737,4284845230,5190,5320,5090,-100.00,-1.93,5080,-110.00,-2.12,5040,5330,365,13.92,2,20000,5050,5100,30000,1
ضمخا5015,اختيارخ اخابر-550-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,40,0,0,0
صرازي708,صكوك مرابحه كرازي708-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,4375,970000,0,0,0
ومعلم,بيمه معلم,191,8500378,24373871262,2851,2925,2831,-20.00,-0.70,2867,16.00,0.56,2821,2925,16,179.19,1,1765,2833,2870,83300,1
عبيلت2,سلف شمش بيلت خوزستان,0,0,0,4893320,0,4893320,0,0,4893320,0,0,0,0,,,1,12262,1545097,0,0,0
صپترو707,صكوك اجاره پترول707-6ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,995000,0,0,0
نانو دارو08,مرابحه نانو دارو پژوهان080527,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1005000,5000,1
ضهمن3028,اختيارخ خبهمن-1700-1405/03/27,3,12,1239000,61,139,100,39.00,63.93,103,42.00,68.85,100,139,,,1,13,100,138,98,1
ضصاد3066,اختيارخ وبصادر-750-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,9000,9
پكوير,كوير تاير,638,23390878,130437183060,5420,5560,5580,160.00,2.95,5580,160.00,2.95,5500,5580,1267,4.4,1,86446,5580,5720,29790,3
جهش,صندوق سهامي جهش فارابي-اهرمي,68,258537,5089300845,18928,19685,19685,757.00,4.00,19685,757.00,4.00,19685,19685,,,2124,90529068,19685,21210,540,1
نبات,صندوق س. بخشي صنايع دانايان1-ب,180,6306601,84198652818,13007,13011,13397,390.00,3.00,13351,344.00,2.64,13011,13397,,,30,2269757,13397,13765,30010,1
طهمن3031,اختيارف خبهمن-2000-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,99,33,0,0,0
صدارو901,صكوك مرابحه دارو901-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,970000,0,0,0
كاسپين07,مرابحه كاسپين تامين 070625,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,100000,970000,0,0,0
طتاص5008,اختيارف تاصيكو-13000-05/05/07,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,111,11,0,0,0
اخزا402,اسناد خزانه-م2بودجه04-070614,0,0,0,474080,0,474100,20.00,0,474080,0,0,0,0,,,2,877,466000,474500,1000,1
غمايه06,مرابحه خميرمايه رضوي060605,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,100000,995000,0,0,0
كارون06,مرابحه هواپيمايي كارون 060306,0,0,0,858000,0,858000,0,0,858000,0,0,0,0,,,1,15000,849510,0,0,0
فگستر,گسترش صنايع روي ايرانيان,103,10222788,35227727448,3346,3446,3446,100.00,2.99,3446,100.00,2.99,3446,3446,1136,3.03,1097,355427937,3446,0,0,0
بازبيمه2,صندوق س.بخشي بازده صنايع1-ب,1,3000000,3000000,18201,1,1,"-18,200.00",-99.99,1,"-18,200.00",-99.99,1,1,,,0,0,0,0,0,0
ضخود6056,اختيارخ خودرو-750-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,11,12,65,100,1
طمخا5014,اختيارف اخابر-500-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
فسپا,گروه‌صنعتي‌سپاهان‌,38,3242271,9661967580,2894,2980,2980,86.00,2.97,2980,86.00,2.97,2980,2980,496,6.01,80,22027933,2980,0,0,0
هوشيار,صندوق س.هوش تصميم -س,64,376700,5301165985,13674,13835,14084,410.00,3.00,14073,399.00,2.92,13834,14084,,,4,11524,14080,14084,90000,1
عصبانور2,سلف استاندارد گندله صبانور,0,0,0,8848365,0,8848365,0,0,8848365,0,0,0,0,,,1,4407,8741828,8916665,4386,1
زاگرس دارو06,مرابحه زاگرس داروپارسيان060530,0,0,0,893520,0,893520,0,0,893520,0,0,0,0,,,1,5000,848850,0,0,0
ضخود4063,اختيارخ خودرو-750-1405/04/10,82,36824,110662000,2,3,3,1.00,50.00,3,1.00,50.00,3,4,,,42,38607,2,3,1665,2
زگلدشت,كشت و دام گلدشت نمونه اصفهان,124,10233026,80431584360,7640,7860,7860,220.00,2.88,7860,220.00,2.88,7860,7860,938,8.38,398,59211154,7860,0,0,0
صاهن67,صكوك مرابحه خاهن67-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6000,990000,1000000,6000,1
طراز4000,اختيارف هم تراز-8000-05/04/02,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
صترام505,صكوك مرابحه كترام505-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,825,970000,0,0,0
كارا2,صندوق س. كارا -د,1,3600000,3600000,33626,1,1,"-33,625.00",-100.00,1,"-33,625.00",-100.00,1,1,,,0,0,0,0,0,0
طخود4063,اختيارف خودرو-750-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,20,35,0,0,0
كابگن,توليدي و صنعتي آبگينه‌,8,6163,232961400,36700,37800,37800,"1,100.00",3.00,37800,"1,100.00",3.00,37800,37800,2109,17.92,20,366715,37800,0,0,0
طستا4038,اختيارف شستا-1300-1405/04/10,2,40,160000,4,4,4,0,0,4,0,0,4,4,,,1,418,4,8,1000,1
