 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
ضخود6051,اختيارخ خودرو-500-1405/06/04,80,22757,2653189000,103,115,114,11.00,10.68,117,14.00,13.59,113,119,,,2,149,112,114,2052,5
گوهران,سرمايه گذاري توسعه گوهران اميد,74,3644784,14033980525,3743,3854,3850,107.00,2.86,3850,107.00,2.86,3820,3855,617,6.24,2,7796,3822,3850,2477,1
كاردان,صندوق س تجارت شاخصي كاردان,92,2148111,414454566420,187471,190299,193095,"5,624.00",3.00,192939,"5,468.00",2.92,190299,193095,,,34,2231414,193095,0,0,0
سكرد,سيمان كردستان,39,960949,11137398910,11260,11590,11590,330.00,2.93,11590,330.00,2.93,11590,11590,1826,6.35,183,6078677,11590,0,0,0
نبابك,نساجي بابكان,341,1065948,7377083790,6850,6680,6940,90.00,1.31,6920,70.00,1.02,6680,7040,310,22.32,1,13737,6940,6990,586,5
ضسپا3051,اختيارخ خساپا-340-1405/03/27,6,1663,328635000,182,185,209,27.00,14.84,198,16.00,8.79,185,209,,,1,98,188,207,192,2
صفار606,صكوك مرابحه سفار606-3ماهه23%,0,0,0,839500,0,839500,0,0,839500,0,0,0,0,,,1,3750,839500,0,0,0
ضسپا4021,اختيارخ خساپا-340-1405/04/24,4,4,858000,196,193,208,12.00,6.12,214,18.00,9.18,193,230,,,2,70,197,200,803,1
صفارس084,صكوك اجاره فارس084-بدون ضامن,0,0,0,809951,0,809951,0,0,809951,0,0,0,0,,,1,15000,809950,817950,15000,1
ضخود6055,اختيارخ خودرو-700-1405/06/04,2,5,320000,55,64,64,9.00,16.36,64,9.00,16.36,64,64,,,1,200,46,63,542,3
اتكاسا,بيمه اتكايي سامان,25,338416,1096110324,3150,3150,3244,94.00,2.98,3239,89.00,2.83,3150,3244,628,5.16,2,45966,3220,3222,4000,1
صفولا065,صكوك اجاره فولاد065-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,955000,0,0,0
ططعام400,اختيارف طعام-10000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
آساس,صندوق س.آسمان آرماني سهام-س,1156,8256573,613521197476,72346,73995,74516,"2,170.00",3.00,74307,"1,961.00",2.71,72734,74516,,,30,278962,74516,0,0,0
فباهنر,مس‌ شهيدباهنر,295,6785893,71930465800,10300,10600,10600,300.00,2.91,10600,300.00,2.91,10600,10600,1095,9.68,1154,34136756,10600,10680,1500,2
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,554,9799538,1248248458487,127214,127378,127378,164.00,0.13,127378,164.00,0.13,127378,127379,,,1,93728501,127378,127379,11551999,11
طسپا3059,اختيارف خساپا-650-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
زنگان,صنعت روي زنگان,100,1293471,6725139590,5060,5100,5210,150.00,2.96,5200,140.00,2.77,5100,5210,182,28.57,8,437842,5210,5300,16000,2
وامير,گروه صنعتي و معدني امير,19,1521810,7412736510,4730,4871,4871,141.00,2.98,4871,141.00,2.98,4871,4871,286,17.03,34,4957725,4871,0,0,0
وپايا,سرمايه گذاري پايا تدبيرپارسا,436,12694273,15528703083,1192,1171,1222,30.00,2.52,1223,31.00,2.60,1171,1227,235,5.2,1,21012,1222,1224,82126,15
پادا,صندوق س.پاداش سرمايه پارس-س,7,5662,1557657303,270704,276124,278000,"7,296.00",2.70,275107,"4,403.00",1.63,275100,278000,,,1,6485,277250,278000,1095,1
افق معادن07,مرابحه افق توسعه معادن070817,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1004950,5000,1
پالايش,صندوق پالايشي يكم-سهام,308,208467,74638690812,347608,358036,358036,"10,428.00",3.00,358036,"10,428.00",3.00,358036,358036,,,1181,44131709,358036,0,0,0
اخشان,اخشان خراسان,297,1803198,23306886130,12560,12930,12910,350.00,2.79,12930,370.00,2.95,12740,12930,998,12.96,3,21000,12820,12910,93768,3
فجهان063,مرابحه جهان فولاد-ويستا060501,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,0,0,0
گلديس,صندوق س.پشتوانه طلا گلديس نوين,0,0,0,34852,0,34938,86.00,0.25,34852,0,0,0,0,,,1,50,34751,36470,138,1
پرنيا06,مرابحه بافندگي پرنيا060718,0,0,0,885300,0,885300,0,0,885300,0,0,0,0,,,1,5000,885300,0,0,0
شبصير,توليدات پتروشيمي قائد بصير,1447,33420633,329825951670,9590,9870,9870,280.00,2.92,9870,280.00,2.92,9840,9870,2242,4.4,18,342943,9860,9870,118035,2
آويد,صندوق س. مشترك امين آويد-س,7,92500,1098862522,11614,11961,11879,265.00,2.28,11880,266.00,2.29,11879,11961,,,2,71887,11879,11960,100,1
همراه,شركت ارتباطات سيار ايران,679,20824103,112392721870,5270,5350,5420,150.00,2.85,5400,130.00,2.47,5290,5420,1017,5.31,20,1361509,5420,0,0,0
رافزا,رايان هم افزا,161,1299893,14510475020,10850,11110,11170,320.00,2.95,11160,310.00,2.86,11100,11170,2557,4.36,83,6075709,11170,11290,447,1
سپيدما2,صندوق س. سپيد دماوند-د,1,10000000,10000000,32644,1,1,"-32,643.00",-100.00,1,"-32,643.00",-100.00,1,1,,,0,0,0,0,0,0
ديران,ايران‌دارو,11,64225,310656325,4697,4837,4837,140.00,2.98,4837,140.00,2.98,4837,4837,204,23.71,103,26343601,4837,0,0,0
شكام,صنايع شيميايي كيمياگران امروز,0,0,0,4519,0,4541,22.00,0.49,4519,0,0,0,0,898,5.03,130,9982102,5200,5200,10493934,45
دبالك08,مرابحه دارويي البرزبالك080217,0,0,0,953920,0,953920,0,0,953920,0,0,0,0,,,1,5000,973000,982530,5000,1
كارام,صنايع سرام آرا,33,1113740,1905660628,1671,1721,1721,50.00,2.99,1711,40.00,2.39,1633,1721,8,213.88,12,3914928,1721,0,0,0
ضملت3063,اختيارخ وبملت-1055-1405/03/20,1124,362449,86454659304,129,165,174,45.00,34.88,168,39.00,30.23,150,178,,,2,1020,173,174,9,1
فكمند,گسترش قطعه سازي كمند,36,489037,5474416020,10880,11190,11200,320.00,2.94,11190,310.00,2.85,11010,11200,-426,-26.27,2,14387,11110,11200,66101,4
متال,صندوق س صنايع دايا1-بخشي,61,4753615,109511044037,22367,22717,23038,671.00,3.00,23037,670.00,3.00,22717,23038,,,20,1941367,23038,0,0,0
سلام,صندوق س سلام فارابي-سهام,67,1635090,50755667294,30141,30580,31045,904.00,3.00,31042,901.00,2.99,30111,31045,,,39,2513248,31045,31322,661,1
ضوتعاون319,اختيارخ وتعاون-1900-14050331,1,1,440000,336,440,440,104.00,30.95,440,104.00,30.95,440,440,,,1,50,115,440,21,2
امين شهر,ص.س. املاك و مستغلات امين شهر,926,8487416,164076803758,19110,19290,19359,249.00,1.30,19332,222.00,1.16,19225,19425,,,1,113,19339,19357,8611,3
ضسپا4029,اختيارخ خساپا-650-1405/04/24,4,3000,39000000,11,13,13,2.00,18.18,13,2.00,18.18,13,13,,,1,1000,11,14,2000,2
پولاد,صندوق س.بخشي صنايع آبان2-ب,34,355826,5168688010,14634,14200,14539,-95.00,-0.65,14526,-108.00,-0.74,14200,14621,,,1,415,14361,14539,6015,1
تابان09,اجاره تابان فردا نوين14050803	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,20000,1000000,0,0,0
سهامدار,صندوق س. بازده سهام-س,20,1546959,21238235051,13336,13720,13736,400.00,3.00,13729,393.00,2.95,13690,13736,,,8,334958,13736,0,0,0
زقيام,كشت و دام قيام اصفهان,148,11813513,86593050290,7120,7330,7330,210.00,2.95,7330,210.00,2.95,7330,7330,1199,6.11,698,101097592,7330,0,0,0
ضخود4065,اختيارخ خودرو-900-1405/04/10,2,12,24000,2,2,2,0,0,2,0,0,2,2,,,40,38488,1,2,988,1
كمند2,صندوق س. با درآمد ثابت كمند,1,43900000,43900000,10008,1,1,"-10,007.00",-99.99,1,"-10,007.00",-99.99,1,1,,,0,0,0,0,0,0
قشير,قند شيروان قوچان و بجنورد,163,1641164,20694038030,12250,12610,12610,360.00,2.94,12610,360.00,2.94,12480,12610,1731,7.28,1,775,12550,12610,105367,6
طوتعاون315,اختيارف وتعاون-1500-14050331,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
سپ,پرداخت الكترونيك سامان كيش,41,342208,3766419520,10970,11290,11210,240.00,2.19,11010,40.00,0.36,10650,11290,523,21.05,2,1955,10950,11100,7435,2
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,105,1574099,50191720714,30958,31886,31886,928.00,3.00,31886,928.00,3.00,31886,31886,,,150,11962905,31886,31969,25,1
جهان07,مرابحه جهان ستاره آريا071024,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
ضخود6054,اختيارخ خودرو-650-1405/06/04,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,12,23,82,1000,1
ضسپا4027,اختيارخ خساپا-550-1405/04/24,191,74681,3217980000,43,47,41,-2.00,-4.65,43,0,0,41,48,,,5,3260,40,41,1192,2
رويش همراه,صندوق س رويش همراه سرمايه-سهام,6,2011300,34936740700,16904,17411,17399,495.00,2.93,17370,466.00,2.76,17370,17411,,,1,400,17202,17397,258931,1
صتاير073,صكوك مرابحه پتاير073-بدون ضامن,0,0,0,909806,0,909806,0,0,909806,0,0,0,0,,,1,6250,909806,918900,6250,1
فجهان061,مرابحه جهان فولاد-تمدن060501,0,0,0,858000,0,858000,0,0,858000,0,0,0,0,,,1,15000,875000,883740,5000,1
نيان,نيان الكترونيك,168,3626049,19616925090,5260,5410,5410,150.00,2.85,5410,150.00,2.85,5410,5410,1266,4.27,72,4540462,5410,5450,10000,1
ضخود4059,اختيارخ خودرو-550-1405/04/10,2768,1307231,49339104000,34,37,37,3.00,8.82,38,4.00,11.76,35,40,,,59,46277,36,37,12885,14
طذوب4014,اختيارف ذوب-360-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,200,1,0,0,0
ماريناسان07,مرابحه سلولزي ماريناسان070527,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,1000000,5000,1
طسپا4024,اختيارف خساپا-400-1405/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
حآفرين,ريل پرداز نو آفرين,626,126974870,195524316216,1496,1540,1540,44.00,2.94,1540,44.00,2.94,1498,1540,694,2.22,27,9134933,1540,0,0,0
كيش082,اجاره توسعه كيش نوين14081108,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
طملت3067,اختيارف وبملت-1336-1405/03/20,1,1,173484,1,122,122,121.00,"12,100.00",122,121.00,"12,100.00",122,122,,,1,1,115,122,999,1
غمارگ,مارگارين,20,561525,799611600,1383,1424,1424,41.00,2.96,1424,41.00,2.96,1424,1424,-92,-15.48,45,11735673,1424,0,0,0
شهر فرش063,مرابحه شهر فرش-تاك دانا060921,0,0,0,1024900,0,1024900,0,0,1024900,0,0,0,0,,,1,5000,1000000,1010000,5000,1
ضتاص5008,اختيارخ تاصيكو-13000-05/05/07,9,345,417076000,740,1100,1320,580.00,78.38,1209,469.00,63.38,1100,1320,,,2,305,1000,1322,55,1
وپست,پست بانك ايران,306,23271274,181515937200,7580,7800,7800,220.00,2.90,7800,220.00,2.90,7800,7800,1903,4.1,564,77650627,7800,0,0,0
الكتروماديران061,مرابحه الكتروماديراكارون060626,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,999900,0,0,0
تابان22,اجاره تابان فردا لوتوس14080418,0,0,0,833000,0,833000,0,0,833000,0,0,0,0,,,1,15000,820000,828000,15000,1
طستر4025,اختيارف خگستر-1800-1405/04/10,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
حتوكا,حمل‌ونقل‌توكا,161,8867921,17072781823,1871,1882,1904,33.00,1.76,1925,54.00,2.89,1882,1927,360,5.35,1,50000,1899,1924,5000,1
تپولا,مهندسي مرآت پولاد,21,78156,1063648450,13590,13990,13920,330.00,2.43,13610,20.00,0.15,13340,13990,-423,-32.17,1,430,13600,13920,10055,1
مشير512,مشاركت ش شيراز512-3ماهه18%,0,0,0,902700,0,902700,0,0,902700,0,0,0,0,,,1,12500,902500,0,0,0
ططعام406,اختيارف طعام-16000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
فافق,صنايع مس افق كرمان,32,1194344,11429872080,9300,9570,9570,270.00,2.90,9570,270.00,2.90,9570,9570,1324,7.23,143,10360287,9570,9680,500,1
طذوب5029,اختيارف ذوب-550-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
رويا08,مرابحه زرين رويا14080126,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
شبهرن,نفت‌ بهران‌,127,3202866,84075232500,25490,26250,26250,760.00,2.98,26250,760.00,2.98,26250,26250,3181,8.25,576,22786225,26250,40000,5084,1
طهرم4029,اختيارف اهرم-34000-1405/04/31,3487,144583,220101471000,2852,1999,1255,"-1,597.00",-56.00,1522,"-1,330.00",-46.63,1241,2140,,,2,8,1250,1255,352,2
نتوس,پشم‌ بافي‌ توس,17,164382,1246331370,7410,7630,7540,130.00,1.75,7580,170.00,2.29,7310,7630,1332,5.69,1,17384,7410,7540,14607,1
كوروش08,مرابحه صنعت خشكبار كوروش080726,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
صترام603,صكوك مرابحه كترام603-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2000,990010,0,0,0
وسالت,بانك قرض الحسنه رسالت,215,8514058,34724839128,4006,3970,4084,78.00,1.95,4079,73.00,1.82,3970,4086,-1415,-2.88,2,25000,4083,4084,272064,2
شهر فرش061,مرابحه شهر فرش-خليج فارس060921,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,995000,1004950,5000,1
طتوان338,اختيارف توان-38000-14050331,0,0,0,2362,0,2385,23.00,0.97,2362,0,0,0,0,,,1,5,582,1399,9,1
پكرمان,گروه‌ صنعتي‌ بارز,367,12170824,82505272390,6590,6780,6780,190.00,2.88,6780,190.00,2.88,6660,6780,1517,4.47,3,401809,6770,6780,381500,3
تاصيكو,سرمايه گذاري صدرتامين,564,20216675,254730105000,12240,12600,12600,360.00,2.94,12600,360.00,2.94,12600,12600,783,16.09,733,53342533,12600,0,0,0
صفولا005,صكوك اجاره فولاد005-بدون ضامن,0,0,0,1003798,0,1007550,"3,752.00",0.37,1003798,0,0,0,0,,,1,5000,995000,1004950,5000,1
ضهرم4026,اختيارخ اهرم-26000-1405/04/31,755,13752,196554862000,12127,13100,14600,"2,473.00",20.39,14293,"2,166.00",17.86,13100,14800,,,1,1,14597,14620,34,1
ضجوا6001,اختيارخ جوانه.ك-12000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,2,101,1,0,0,0
پاداش2,صندوق س. ارزش پاداش-د,7,68500000,68500000,25923,1,1,"-25,922.00",-100.00,1,"-25,922.00",-100.00,1,1,,,0,0,0,0,0,0
طجوا4003,اختيارف جوانه.ك-14000-05/04/24,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
معين,بيمه ايران - معين,0,0,0,1957,0,1954,-3.00,-0.15,1957,0,0,0,0,580,3.37,1,2000,2200,2200,440532,2
فناپ زيرساخت07,مرابحه فناوري پاسارگاد070211,0,0,0,1025010,0,1000000,"-25,010.00",-2.44,1025010,0,0,0,0,,,1,10000,1019890,1030080,5000,1
كانسار,معدنكاران نسوز,259,721803,10799301800,14540,14510,14970,430.00,2.96,14960,420.00,2.89,14510,14970,1106,13.53,8,27066,14950,14970,100853,7
رونق,صندوق س.رونق كسرا-سهام,45,412758,5101999827,12093,12400,12361,268.00,2.22,12361,268.00,2.22,11741,12453,,,1,88000,12108,12361,211249,2
ضخود5049,اختيارخ خودرو-380-1405/05/07,3,212,38628000,157,180,219,62.00,39.49,182,25.00,15.92,180,219,,,1,25,157,219,530,1
زعف0510پ05,زعفران0510نگين زرين(پ),0,0,0,2493132,0,2518999,"25,867.00",1.04,2493132,0,0,0,0,,,0,0,0,2518999,31,1
صگل0059,صكوك اجاره كگل0059-بدون ضامن,0,0,0,909285,0,909285,0,0,909285,0,0,0,0,,,1,10000,871790,0,0,0
زدشت,كشت و صنعت دشت خرم دره,254,8408367,64824918610,7490,7710,7710,220.00,2.94,7710,220.00,2.94,7700,7710,1010,7.63,55,2706631,7710,7770,76583,1
طجوا6004,اختيارف جوانه.ك-15000-05/06/25,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
خپارس,پارس خودرو,115,7881860,7511412580,926,953,953,27.00,2.92,953,27.00,2.92,953,953,-1726,-0.55,122,70377257,953,958,800000,1
فلامي,لاميران‌,89,1446230,10116036010,6800,6930,7000,200.00,2.94,6990,190.00,2.79,6930,7000,563,12.42,19,277349,7000,7630,579,1
مكرج712,مشاركت ش كرج712-3ماهه23%,0,0,0,971822,0,971822,0,0,971822,0,0,0,0,,,1,16000,940900,0,0,0
كهربا,صندوق س. كالاي كهربا,0,0,0,172584,0,172402,-182.00,-0.11,172584,0,0,0,0,,,2,801,171500,173773,123,1
ضملت4017,اختيارخ وبملت-914-1405/04/24,70,9599,4715642088,316,330,355,39.00,12.34,345,29.00,9.18,324,356,,,3,171,350,355,8,1
صبا806,صكوك اجاره صبا806-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,12500,970000,0,0,0
اكتوور072,مرابحه اكتوور كو-فارس070612,0,0,0,1019720,0,1019720,0,0,1019720,0,0,0,0,,,1,10000,1014620,1024760,5000,1
ضهرم3022,اختيارخ اهرم-24000-1405/03/27,298,4369,66640687000,12755,14900,15799,"3,044.00",23.87,15253,"2,498.00",19.58,14601,15799,,,1,88,15703,15794,1,1
زشگزا,شير و گوشت زاگرس شهركرد,322,2467605,76493692350,30100,31000,31000,900.00,2.99,31000,900.00,2.99,30800,31000,4237,7.32,289,3224640,31000,0,0,0
پي پاد,پرداخت الكترونيك پاسارگاد,192,6836758,21211882328,3013,3053,3103,90.00,2.99,3103,90.00,2.99,3053,3103,693,4.48,57,14185202,3103,3130,27878,1
ططعام404,اختيارف طعام-14000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
ضشنا4035,اختيارخ شپنا-9000-1405/04/17,25,751,194483000,182,280,223,41.00,22.53,259,77.00,42.31,220,700,,,1,50,210,223,1000,2
ميهن,بيمه ميهن,468,18106286,40319313404,2220,2256,2220,0,0,2227,7.00,0.32,2155,2256,-25,-89.08,1,18099,2206,2220,266596,1
زشريف,كشت وصنعت شريف آباد,80,1922857,26343140900,13310,13700,13700,390.00,2.93,13700,390.00,2.93,13700,13700,1850,7.41,192,8419752,13700,0,0,0
ضملت3070,اختيارخ وبملت-1688-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,0,0,0,1,32933,36
داروك072,مرابحه داروك-كيميا070904,0,0,0,971000,0,971000,0,0,971000,0,0,0,0,,,1,5000,999990,1000100,5000,1
باران,بيمه زندگي باران,0,0,0,1751,0,1750,-1.00,-0.06,1751,0,0,0,0,264,6.63,1,113872,1715,1765,12000,2
كربنح,ح.كاني كربن طبس,479,7513013,29683777865,3838,3773,3949,111.00,2.89,3951,113.00,2.94,3773,3953,,,6,868096,3949,3951,12525,4
رايا,بيمه اتكايي رايا,4,205377,482841327,2283,2351,2351,68.00,2.98,2351,68.00,2.98,2351,2351,1101,2.14,167,56042208,2351,0,0,0
سشرق,سيمان‌ شرق‌,41,121924,1948345520,15520,15980,15980,460.00,2.96,15980,460.00,2.96,15980,15980,2904,5.5,1574,94378514,15980,0,0,0
سدشت,صنايع سيمان دشتستان,14,66884,2670009280,38760,39920,39920,"1,160.00",2.99,39920,"1,160.00",2.99,39920,39920,2515,15.87,48,821857,39920,0,0,0
ضجار4021,اختيارخ وتجارت-280-1405/04/17,24,11120,2951164000,250,263,269,19.00,7.60,265,15.00,6.00,262,269,,,2,1392,267,269,888,2
بسپار06,مرابحه بسپارشيمي سپيدان061020,0,0,0,847000,0,847000,0,0,847000,0,0,0,0,,,1,20000,863800,872410,20000,1
ضصاد5026,اختيارخ وبصادر-500-1405/05/20,1,1,202000,141,202,202,61.00,43.26,202,61.00,43.26,202,202,,,1,750,146,202,1,1
ضملت4016,اختيارخ وبملت-844-1405/04/24,14,227,137279880,382,448,426,44.00,11.52,425,43.00,11.26,395,448,,,2,1074,406,424,301,1
نخل,صندوق س.خليج فارس-د,8,452050,4582883900,10130,10138,10138,8.00,0.08,10138,8.00,0.08,10138,10139,,,2,99549872,10138,10139,29999000,1
ثروت,ص.خ.ثروت آفرين فيروزه,0,0,0,999079,0,999079,0,0,999079,0,0,0,0,,,1,3000,950000,1098986,1000,1
مهيا061,مرابحه مهيا پروتئين-آگاه061003,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
ضسپا3055,اختيارخ خساپا-450-1405/03/27,7,1276,115749000,80,99,90,10.00,12.50,91,11.00,13.75,90,99,,,1,100,91,94,234,3
طهرم3032,اختيارف اهرم-62000-1405/03/27,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,5,8001,0,0,0
فغدير,آهن و فولاد غدير ايرانيان,194,10586999,47642287850,4395,4264,4526,131.00,2.98,4500,105.00,2.39,4264,4526,600,7.5,4,51279,4526,4787,6771,1
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,124,2586169,27876407570,10470,10770,10780,310.00,2.96,10780,310.00,2.96,10760,10780,2624,4.11,5,62249,10780,10900,24418,2
طصاد5030,اختيارف وبصادر-700-1405/05/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,300,50,0,0,0
ضتاص5011,اختيارخ تاصيكو-16000-05/05/07,0,0,0,114,0,127,13.00,11.40,114,0,0,0,0,,,1,2,12,180,54,1
طملي5035,اختيارف فملي-26000-1405/05/14,3,450,2700050000,1,6001,6000,"5,999.00","599,900.00",6000,"5,999.00","599,900.00",6000,6001,,,1,50,5000,8968,10,1
طستا5041,اختيارف شستا-1400-1405/05/14,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,555,5,50,200,1
صترا710,صكوك مرابحه بترانس710-3ماهه23%,0,0,0,997632,0,1000000,"2,368.00",0.24,997632,0,0,0,0,,,1,9980,992643,1002570,7450,1
ططعام407,اختيارف طعام-17000-14050414,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,1,0,0,0
پلوله,گازلوله‌,40,1092104,4889655790,4513,4600,4432,-81.00,-1.79,4477,-36.00,-0.80,4400,4639,-373,-12,1,30000,4427,4604,25281,3
ضصاد3058,اختيارخ وبصادر-380-1405/03/20,3,125,28375000,208,227,227,19.00,9.13,227,19.00,9.13,227,227,,,2,110,220,238,287,3
صآريا62,صكوك مرابحه كيمياتك62بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,1000000,0,0,0
كلور084,مرابحه كلورايرانيان14081015,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
سهرمز,سيمان‌هرمزگان‌,68,1995881,45585922040,22180,22840,22840,660.00,2.98,22840,660.00,2.98,22840,22840,1237,18.46,129,6142254,22840,0,0,0
تيپيكو,سرمايه گذاري دارويي تامين,38,526810,25818958100,47590,49010,49010,"1,420.00",2.98,49010,"1,420.00",2.98,49010,49010,4201,11.67,2136,178503309,49010,0,0,0
ضمخا3060,اختيارخ اخابر-280-1405/03/20,5,909,239938000,245,251,267,22.00,8.98,264,19.00,7.76,251,295,,,1,25,267,284,1,1
بزاگرس,نيروگاه زاگرس كوثر,106,2878397,15585290440,5290,5440,5440,150.00,2.84,5410,120.00,2.27,5300,5440,485,11.15,8,444984,5440,5700,2679,1
مشير602,مشاركت ش شيراز602-3ماهه20.5%,0,0,0,1050000,0,1050000,0,0,1050000,0,0,0,0,,,1,5000,997500,0,0,0
ضجار4033,اختيارخ وتجارت-700-1405/04/17,0,0,0,1,0,1,0,0,1,0,0,0,0,,,6,5100,1,19,1000,1
انار,صندوق س.انارنماد ارزش-درسهام,26,610307,19605203350,32039,32124,32100,61.00,0.19,32124,85.00,0.27,32100,32150,,,1,30000,32100,32149,1000,1
نمرينو,ايران‌ مرينوس‌,26,103232,795014880,7490,7710,7690,200.00,2.67,7700,210.00,2.80,7690,7710,815,9.45,1,1141,7670,7690,267582,4
طذوب3045,اختيارف ذوب-300-1405/03/20,0,0,0,2,0,2,0,0,2,0,0,0,0,,,0,0,0,10,10,1
ضذوب4009,اختيارخ ذوب-260-1405/04/17,4,201,35605000,149,205,177,28.00,18.79,177,28.00,18.79,177,205,,,1,500,152,177,50,1
نارين,صندوق س ارزش آفرين فولاد-سهام,17,22312,397470957,17613,17663,17900,287.00,1.63,17814,201.00,1.14,17663,17950,,,1,300000,17706,17900,1310,1
حرهشا,رهشاد سپاهان (سهامي عام,67,543469,8950295240,16720,17200,16300,-420.00,-2.51,16470,-250.00,-1.50,16220,17220,383,43,1,15425,16300,16450,16800,2
ثجوان,تامين مسكن جوانان,2,103484,154708580,1452,1495,1495,43.00,2.96,1495,43.00,2.96,1495,1495,169,8.85,72,41010622,1495,1570,256876,1
ضستر4024,اختيارخ خگستر-1700-1405/04/10,1,1,1390000,1000,1390,1390,390.00,39.00,1390,390.00,39.00,1390,1390,,,1,25,800,1390,19,1
مصفها062,مشاركت ش اصفهان062-3ماهه 20.5%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3000,950000,0,0,0
طذوب3053,اختيارف ذوب-550-1405/03/20,0,0,0,1,0,1,0,0,1,0,0,0,0,,,1,100,110,210,50,1
آوند,صندوق س. آوند مفيد-د,3584,371175485,10248620424755,27582,27611,27611,29.00,0.11,27611,29.00,0.11,27611,27612,,,11,200491541,27611,27612,50222190,9
ضصاد3061,اختيارخ وبصادر-500-1405/03/20,261,109939,12099044000,95,115,112,17.00,17.89,110,15.00,15.79,108,115,,,3,2190,111,112,2300,3
ولشرق,ليزينگ ايران و شرق,42,804790,2829109662,3465,3557,3502,37.00,1.07,3515,50.00,1.44,3497,3566,332,10.59,1,5624,3502,3542,110612,4
سپنتارود,ص.س.د.ثابت ماه آفريد سپينود-د,13,112544,1752425625,15551,15571,15571,20.00,0.13,15571,20.00,0.13,15571,15572,,,2,14914457,15571,15572,14996999,1
ضخود5055,اختيارخ خودرو-650-1405/05/07,36,20544,759721000,29,46,37,8.00,27.59,37,8.00,27.59,32,46,,,1,1000,33,37,998,1
فارماني,صندوق س آرمان آتي- بخشي,3,82708,1378494236,16182,16667,16667,485.00,3.00,16667,485.00,3.00,16667,16667,,,69,27570491,16667,0,0,0
ولقمان,گروه سرمايه گذاري لقمان,10,964994,2544520184,2562,2636,2638,76.00,2.97,2637,75.00,2.93,2636,2638,247,10.68,1,100000,2562,2638,408678,2
مثقال,صندوق س.كالاي آگاه,0,0,0,144732,0,144400,-332.00,-0.23,144732,0,0,0,0,,,1,34,144350,145900,184,1
